Student ID,Gender,Counselor,ELL Status,Double Math,FRPL Status,Grade Level,Home Language,Date of Birth,Race/Ethnicity,Transfer Student,Special Education Status
2240921,Female,Vivian Helwich,No,,Paid,11,English,7/18/2006,White,No,No
2260001,Male,Vivian Helwich,No,,Paid,9,English,8/15/2008,White,Yes,No
2250443,Female,Vivian Helwich,No,,Paid,10,English,8/14/2007,White,No,No
2250444,Male,Vivian Helwich,No,,Paid,10,English,3/2/2007,Hispanic,No,No
2260435,Male,Vivian Helwich,No,Yes,Free,9,English,2/5/2008,Hispanic,Yes,No
2230449,Male,Vivian Helwich,No,,Paid,12,Spanish,1/24/2005,Hispanic,No,No
2250446,Female,Vivian Helwich,No,,Free,10,English,10/26/2006,Hispanic,No,No
2240461,Female,Vivian Helwich,Yes,,Free,11,Spanish,3/2/2006,Hispanic,No,No
2250448,Male,Vivian Helwich,Yes,,Free,10,Spanish,6/2/2007,White,Yes,No
2240463,Female,Vivian Helwich,No,,Free,11,English,1/11/2006,Hispanic,No,No
2260436,Female,Vivian Helwich,No,Yes,Free,9,English,12/26/2007,Hispanic,Yes,Yes
2250977,Male,Vivian Helwich,No,Yes,Free,10,Spanish,8/10/2007,Hispanic,No,No
2250450,Male,Vivian Helwich,No,,Reduced,10,Spanish,5/29/2007,Hispanic,No,No
2250451,Female,Vivian Helwich,No,,Free,10,Spanish,9/16/2006,Hispanic,No,No
2260438,Female,Vivian Helwich,No,,Free,9,Spanish,1/20/2008,Hispanic,Yes,No
2250453,Male,Vivian Helwich,No,,Free,10,Spanish,1/5/2007,Hispanic,No,No
2251064,Male,Vivian Helwich,Yes,,Free,10,Spanish,4/1/2006,Hispanic,Yes,No
2250454,Female,Vivian Helwich,No,,Paid,10,Spanish,10/15/2006,Hispanic,No,No
2240464,Male,Vivian Helwich,No,,Paid,11,English,8/23/2006,Hispanic,No,No
2260440,Male,Vivian Helwich,No,,Free,9,Spanish,5/14/2008,Hispanic,Yes,No
4240209,Male,Vivian Helwich,No,,Free,11,English,9/20/2005,Hispanic,No,No
2250457,Female,Vivian Helwich,Yes,,Reduced,10,Spanish,5/22/2007,Hispanic,No,No
2250458,Male,Vivian Helwich,No,,Paid,10,Spanish,11/24/2006,Hispanic,No,No
2250459,Female,Vivian Helwich,No,,Free,10,English,5/1/2007,Hispanic,No,No
2260441,Female,Vivian Helwich,No,Yes,Free,9,English,3/25/2008,Hispanic,Yes,Yes
2250461,Female,Aseneth Ruiz,Yes,,Free,10,Spanish,6/3/2007,Hispanic,No,No
2250449,Female,Vivian Helwich,No,,Free,10,Spanish,8/1/2007,Hispanic,No,No
2260439,Female,Vivian Helwich,Yes,Yes,Reduced,9,English,2/25/2008,Hispanic,Yes,No
2260432,Female,Vivian Helwich,No,,Reduced,9,Spanish,8/19/2008,Hispanic,Yes,No
2240467,Female,Vivian Helwich,No,,Free,11,English,4/15/2006,Hispanic,No,No
2260437,Male,Vivian Helwich,Yes,Yes,Free,9,Spanish,3/18/2008,Hispanic,Yes,No
2250455,Female,Vivian Helwich,No,Yes,Paid,10,Spanish,1/29/2007,Hispanic,No,No
2250462,Female,Vivian Helwich,No,,Free,10,English,1/11/2007,Hispanic,No,Yes
2240469,Female,Vivian Helwich,No,,Free,11,English,12/31/2005,Black or African American,No,No
2260443,Male,Vivian Helwich,No,Yes,Free,9,English,6/24/2008,Hispanic,Yes,No
2240471,Female,Vivian Helwich,Yes,,Free,11,English,9/12/2006,Hispanic,No,No
2240472,Male,Vivian Helwich,Yes,Yes,Free,11,Spanish,6/11/2006,Hispanic,No,No
2250463,Female,Vivian Helwich,No,Yes,Free,10,Spanish,10/23/2006,Hispanic,No,No
2260445,Male,Vivian Helwich,No,Yes,Paid,9,English,8/30/2008,Asian or Pacific Islander,Yes,Yes
2240473,Male,Vivian Helwich,No,,Paid,11,English,1/24/2006,Asian or Pacific Islander,No,No
2260446,Male,Vivian Helwich,No,,Free,9,English,12/9/2007,White,Yes,Yes
2250466,Female,Vivian Helwich,Yes,,Free,10,Spanish,8/21/2007,Hispanic,No,No
2240478,Female,Vivian Helwich,No,Yes,Free,11,English,8/29/2006,Hispanic,No,No
2251019,Female,Aseneth Ruiz,Yes,,Paid,10,Spanish,8/26/2005,Hispanic,No,No
2260447,Male,Vivian Helwich,No,Yes,Free,9,English,12/15/2007,Hispanic,Yes,No
2260963,Male,Aseneth Ruiz,Yes,,Paid,9,Spanish,11/3/2007,Hispanic,Yes,No
2260993,Male,Aseneth Ruiz,Yes,,Free,9,Spanish,7/4/2006,Hispanic,No,No
2260448,Female,Vivian Helwich,Yes,,Paid,9,Spanish,12/21/2007,Hispanic,Yes,No
4240217,Female,Vivian Helwich,No,,Paid,11,English,1/15/2006,White,No,No
2240922,Male,Vivian Helwich,No,,Paid,11,English,4/30/2006,White,No,No
2260449,Female,Vivian Helwich,No,,Free,9,Spanish,11/30/2007,Hispanic,Yes,No
2260910,Female,Vivian Helwich,Yes,Yes,Free,9,Spanish,4/30/2008,Hispanic,Yes,No
2250468,Female,Vivian Helwich,No,,Paid,10,English,4/18/2007,White,No,No
2260450,Female,Vivian Helwich,Yes,Yes,Free,9,English,8/13/2008,Hispanic,Yes,No
2240479,Female,Vivian Helwich,No,Yes,Paid,11,English,9/5/2005,White,No,No
2240480,Female,Vivian Helwich,Yes,,Free,11,Spanish,11/4/2006,Hispanic,No,No
2240481,Female,Vivian Helwich,No,,Reduced,11,English,8/24/2006,Hispanic,No,No
2250469,Female,Vivian Helwich,Yes,,Free,10,Spanish,9/7/2007,Hispanic,No,No
2240482,Male,Vivian Helwich,No,,Paid,11,Spanish,8/30/2006,Hispanic,No,No
2260451,Male,Vivian Helwich,Yes,Yes,Paid,9,Spanish,4/8/2008,Hispanic,Yes,Yes
2250470,Male,Vivian Helwich,No,,Free,10,Spanish,12/20/2006,Hispanic,No,No
2250471,Male,Vivian Helwich,No,,Reduced,10,Spanish,6/8/2007,Hispanic,No,No
2260452,Male,Vivian Helwich,Yes,,Free,9,English,8/2/2008,Hispanic,Yes,Yes
2240500,Female,Vivian Helwich,No,Yes,Free,11,Spanish,7/15/2006,Hispanic,No,No
2260936,Female,Vivian Helwich,No,,Free,9,English,7/28/2008,Black or African American,Yes,No
2260839,Female,Vivian Helwich,No,,Free,9,English,8/5/2008,Hispanic,Yes,No
2250004,Male,Vivian Helwich,No,,Reduced,10,English,10/23/2006,White,No,No
2250474,Female,Vivian Helwich,No,,Free,10,English,8/22/2007,Hispanic,No,No
2231099,Female,Vivian Helwich,No,,Paid,12,English,12/6/2005,White,No,No
2250976,Female,Vivian Helwich,No,Yes,Free,10,English,12/29/2006,Hispanic,No,No
2240486,Female,Vivian Helwich,No,,Free,11,English,5/1/2006,Hispanic,No,No
2260455,Male,Vivian Helwich,No,,Free,9,English,9/18/2007,Hispanic,Yes,No
2240487,Male,Vivian Helwich,No,,Free,11,English,6/25/2006,Hispanic,No,No
2230477,Male,Vivian Helwich,No,Yes,Paid,12,English,9/14/2004,Hispanic,No,No
2240490,Male,Vivian Helwich,No,,Paid,10,English,8/15/2006,Hispanic,No,No
2260456,Male,Vivian Helwich,No,,Paid,9,Spanish,10/26/2007,Hispanic,Yes,No
2250477,Male,Vivian Helwich,Yes,Yes,Paid,10,English,5/31/2007,Hispanic,No,No
2260457,Male,Vivian Helwich,Yes,Yes,Paid,9,Spanish,10/2/2008,Hispanic,Yes,Yes
2240491,Female,Vivian Helwich,No,,Free,11,English,1/22/2006,Hispanic,No,No
2250479,Male,Vivian Helwich,Yes,Yes,Free,10,Spanish,9/23/2007,Hispanic,No,No
2230481,Male,Vivian Helwich,No,,Free,12,English,4/19/2005,Hispanic,No,Yes
2250480,Male,Vivian Helwich,No,,Free,10,English,11/13/2006,Hispanic,No,No
2240492,Female,Vivian Helwich,No,,Paid,11,English,7/13/2006,Hispanic,No,No
2260818,Female,Vivian Helwich,No,,Reduced,9,English,3/22/2008,Hispanic,Yes,No
2250482,Female,Vivian Helwich,Yes,Yes,Reduced,10,English,10/11/2006,Hispanic,No,No
2260458,Female,Vivian Helwich,No,,Reduced,9,English,8/2/2008,Hispanic,Yes,No
2240956,Male,Vivian Helwich,No,Yes,Paid,11,Spanish,2/20/2006,Hispanic,No,No
2240007,Female,Vivian Helwich,No,,Paid,11,English,7/20/2006,White,No,No
2240493,Male,Vivian Helwich,No,,Reduced,11,English,2/23/2006,Hispanic,No,No
2240494,Male,Vivian Helwich,No,,Free,11,Spanish,3/8/2006,Hispanic,No,No
2260460,Male,Vivian Helwich,No,,Free,9,English,7/22/2008,Hispanic,Yes,No
2240495,Male,Vivian Helwich,Yes,,Paid,11,English,12/19/2005,Hispanic,No,Yes
2250484,Male,Vivian Helwich,Yes,,Free,10,Spanish,2/24/2007,Hispanic,No,No
2260461,Female,Vivian Helwich,Yes,,Free,9,Spanish,12/10/2007,Hispanic,Yes,No
2240497,Male,Vivian Helwich,No,,Free,11,Spanish,3/13/2005,Hispanic,No,No
2250485,Male,Vivian Helwich,No,Yes,Reduced,10,English,11/22/2006,Hispanic,No,Yes
2240484,Female,Vivian Helwich,No,,Free,11,Spanish,2/2/2006,Hispanic,No,No
2250493,Male,Vivian Helwich,No,,Free,10,English,3/21/2007,Hispanic,No,No
2241045,Female,Vivian Helwich,No,,Reduced,11,English,10/13/2005,Hispanic,No,No
2250486,Male,Vivian Helwich,No,Yes,Free,10,Spanish,7/23/2007,Hispanic,No,No
2260463,Male,Vivian Helwich,No,,Free,9,English,7/2/2008,Hispanic,Yes,Yes
2240503,Male,Vivian Helwich,Yes,,Free,11,Spanish,2/24/2006,Hispanic,No,No
2260464,Female,Vivian Helwich,No,Yes,Free,9,Spanish,10/1/2007,Hispanic,Yes,No
2260465,Female,Vivian Helwich,Yes,Yes,Reduced,9,English,9/21/2007,Hispanic,Yes,No
2250487,Female,Vivian Helwich,Yes,,Paid,10,English,5/20/2007,Hispanic,No,No
2260466,Female,Vivian Helwich,No,,Free,9,Spanish,7/9/2008,Hispanic,Yes,No
2240505,Male,Vivian Helwich,No,,Free,11,Spanish,4/11/2006,Hispanic,No,No
2260909,Female,Vivian Helwich,No,Yes,Paid,9,English,9/21/2007,Hispanic,Yes,No
2260921,Female,Vivian Helwich,No,Yes,Paid,9,English,11/16/2007,Hispanic,Yes,No
2240506,Female,Vivian Helwich,No,,Free,11,Spanish,7/16/2006,Hispanic,No,No
2260467,Female,Vivian Helwich,No,,Free,9,English,5/24/2008,Hispanic,Yes,No
2250488,Male,Vivian Helwich,Yes,,Free,10,English,7/26/2007,Hispanic,No,No
2241027,Female,Vivian Helwich,No,,Paid,11,English,9/21/2005,Hispanic,No,No
2260469,Male,Vivian Helwich,No,Yes,Free,9,Spanish,7/11/2008,Hispanic,Yes,No
2240510,Female,Vivian Helwich,No,,Free,11,Spanish,5/10/2006,Hispanic,No,No
4250920,Female,Vivian Helwich,No,,Free,10,English,10/8/2006,Hispanic,No,No
2240508,Male,Vivian Helwich,Yes,Yes,Free,11,Spanish,4/28/2006,Hispanic,No,Yes
2260470,Male,Vivian Helwich,Yes,,Free,9,English,7/29/2008,Hispanic,Yes,No
2260471,Male,Vivian Helwich,No,,Paid,9,English,5/27/2008,Hispanic,Yes,No
2250492,Male,Vivian Helwich,No,,Paid,10,English,11/16/2006,Hispanic,No,No
2241032,Male,Vivian Helwich,No,,Paid,11,English,4/19/2006,Hispanic,No,No
2260472,Female,Vivian Helwich,No,Yes,Free,9,English,7/9/2008,Hispanic,Yes,No
2250917,Female,Vivian Helwich,No,,Free,10,English,9/23/2006,Hispanic,No,No
2260473,Male,Vivian Helwich,No,,Free,9,English,9/9/2007,Hispanic,Yes,No
2240509,Male,Vivian Helwich,Yes,,Paid,11,Spanish,8/31/2006,White,No,Yes
2250495,Male,Vivian Helwich,No,,Free,10,English,11/8/2006,Hispanic,No,No
2240504,Female,Vivian Helwich,Yes,,Free,11,Spanish,9/29/2005,Hispanic,No,No
2260866,Male,Vivian Helwich,Yes,,Free,9,English,12/8/2007,Hispanic,Yes,No
2251022,Male,Vivian Helwich,Yes,Yes,Free,10,Arabic,4/8/2008,White,No,No
2241060,Female,Vivian Helwich,Yes,Yes,Free,11,Arabic,12/11/2006,White,No,No
2250496,Female,Vivian Helwich,No,,Free,10,Spanish,7/30/2007,Hispanic,No,No
2250497,Male,Vivian Helwich,Yes,,Paid,10,English,10/27/2006,Hispanic,No,No
2230506,Female,Vivian Helwich,Yes,,Free,12,Spanish,6/6/2005,Hispanic,No,No
2240525,Male,Vivian Helwich,No,Yes,Free,11,Spanish,7/4/2006,Hispanic,No,No
2260844,Female,Vivian Helwich,No,,Free,9,English,3/21/2008,Hispanic,Yes,No
2251018,Female,Vivian Helwich,No,,Free,10,English,2/14/2007,American Indian or Alaskan Nat,Yes,No
2260820,Male,Vivian Helwich,Yes,Yes,Paid,9,Spanish,5/23/2008,Hispanic,Yes,Yes
2240957,Female,Vivian Helwich,No,,Reduced,11,English,8/30/2006,White,No,No
2250498,Female,Vivian Helwich,No,,Free,10,English,9/12/2006,Black or African American,No,No
2260950,Male,Vivian Helwich,No,Yes,Free,9,English,4/3/2008,Black or African American,Yes,No
2240986,Male,Vivian Helwich,No,,Free,11,English,2/13/2006,White,No,Yes
2260474,Female,Vivian Helwich,No,Yes,Free,9,Spanish,7/21/2008,White,Yes,No
2240513,Male,Vivian Helwich,No,,Free,11,English,7/20/2006,Black or African American,No,No
2251035,Female,Aseneth Ruiz,Yes,,Free,10,Spanish,10/6/2006,Hispanic,No,No
2250499,Male,Vivian Helwich,Yes,,Free,10,Spanish,9/13/2006,Hispanic,No,No
2230505,Female,Vivian Helwich,No,,Free,12,Spanish,11/16/2004,Hispanic,No,No
2260476,Female,Vivian Helwich,Yes,Yes,Free,9,English,7/31/2008,Hispanic,Yes,No
2240514,Male,Vivian Helwich,No,,Free,11,English,8/16/2006,Black or African American,No,Yes
2260477,Male,Vivian Helwich,No,,Free,9,English,11/9/2007,Black or African American,Yes,No
2260478,Male,Vivian Helwich,No,Yes,Free,9,English,8/18/2008,Multiracial/Ethnic,Yes,No
2231105,Female,Vivian Helwich,No,,Free,12,English,4/9/2005,Hispanic,Yes,No
2260479,Female,Vivian Helwich,No,,Free,9,English,1/9/2008,Black or African American,Yes,No
2240937,Male,Vivian Helwich,No,,Paid,11,English,3/18/2006,Black or African American,No,Yes
2260969,Male,Vivian Helwich,No,Yes,Free,9,English,3/13/2008,Black or African American,Yes,Yes
2240517,Male,Vivian Helwich,No,,Free,11,English,8/31/2006,Black or African American,No,Yes
2260481,Male,Vivian Helwich,No,Yes,Free,9,English,1/27/2008,Black or African American,Yes,Yes
2260482,Female,Vivian Helwich,No,,Paid,9,English,10/11/2007,Black or African American,Yes,No
2250503,Female,Vivian Helwich,No,,Free,10,English,7/21/2007,Black or African American,No,No
4240237,Male,Vivian Helwich,No,,Paid,11,English,8/10/2006,White,No,Yes
2250504,Male,Vivian Helwich,No,,Free,10,English,8/29/2007,Black or African American,No,Yes
2250505,Male,Vivian Helwich,No,,Free,10,English,6/8/2007,Black or African American,Yes,No
2250507,Female,Vivian Helwich,No,Yes,Free,10,English,5/12/2007,Black or African American,No,No
2260922,Female,Vivian Helwich,No,Yes,Free,9,English,7/15/2008,Black or African American,Yes,No
2260924,Male,Vivian Helwich,No,Yes,Free,9,English,10/22/2007,Black or African American,Yes,No
2260923,Female,Vivian Helwich,No,Yes,Free,9,English,7/15/2008,Black or African American,Yes,No
2250508,Male,Vivian Helwich,No,Yes,Paid,10,English,1/20/2007,Hispanic,No,No
2241079,Female,Vivian Helwich,No,,Free,11,English,3/11/2006,Black or African American,Yes,No
2260934,Male,Vivian Helwich,No,Yes,Free,9,English,7/3/2008,Black or African American,Yes,No
2240518,Female,Vivian Helwich,No,Yes,Free,11,English,11/2/2005,Black or African American,No,No
2250509,Female,Vivian Helwich,No,,Free,10,English,7/19/2007,Black or African American,No,No
2241110,Male,Vivian Helwich,No,,Paid,11,English,9/16/2005,Black or African American,Yes,No
2250919,Female,Vivian Helwich,No,,Free,10,English,4/22/2007,White,No,No
2230524,Male,Vivian Helwich,No,,Free,12,English,11/4/2004,White,No,No
2240520,Female,Vivian Helwich,Yes,,Free,11,Spanish,9/15/2005,Hispanic,No,No
2240521,Male,Vivian Helwich,No,,Free,11,English,8/10/2006,Hispanic,No,No
2240522,Male,Vivian Helwich,No,Yes,Paid,11,Spanish,5/15/2006,Hispanic,No,No
2240523,Male,Vivian Helwich,No,,Free,11,English,4/14/2006,Hispanic,No,No
2240524,Male,Vivian Helwich,No,,Reduced,11,English,3/1/2006,Hispanic,No,No
2240512,Male,Vivian Helwich,No,,Reduced,11,English,3/1/2006,Hispanic,No,No
2250920,Male,Vivian Helwich,No,,Free,10,English,7/25/2006,Hispanic,No,Yes
2250511,Female,Vivian Helwich,No,,Paid,10,English,9/15/2006,Hispanic,No,No
2260987,Female,Aseneth Ruiz,Yes,,Free,9,Spanish,3/31/2008,Hispanic,No,No
2250921,Male,Vivian Helwich,No,,Free,10,Spanish,6/8/2007,Hispanic,No,No
2240527,Female,Vivian Helwich,No,,Paid,11,Spanish,5/6/2006,Hispanic,No,No
2260485,Female,Vivian Helwich,Yes,,Free,9,Spanish,6/16/2008,Hispanic,Yes,No
2260486,Male,Vivian Helwich,No,,Free,9,English,11/9/2007,White,Yes,No
2250515,Female,Vivian Helwich,No,Yes,Free,10,English,1/28/2007,Hispanic,No,No
2250516,Male,Vivian Helwich,Yes,,Free,10,Spanish,3/11/2007,Hispanic,No,Yes
2240528,Female,Vivian Helwich,No,,Paid,11,English,5/15/2006,Hispanic,No,No
2260487,Female,Vivian Helwich,No,,Free,9,Spanish,12/7/2007,Hispanic,Yes,No
2250517,Male,Vivian Helwich,No,,Free,10,English,1/16/2007,Hispanic,No,No
2250518,Male,Vivian Helwich,Yes,,Free,10,Spanish,5/1/2007,Hispanic,No,No
2240530,Male,Vivian Helwich,No,,Free,11,English,10/26/2005,Hispanic,No,No
2241111,Male,Aseneth Ruiz,Yes,,Free,11,Spanish,1/30/2006,Hispanic,Yes,No
2240531,Male,Vivian Helwich,No,,Paid,11,English,2/12/2006,Hispanic,No,No
2241088,Male,Vivian Helwich,Yes,,Free,11,English,11/25/2005,White,Yes,No
4240953,Female,Vivian Helwich,No,,Free,11,English,11/26/2005,Hispanic,No,No
2260490,Female,Vivian Helwich,No,,Paid,9,Spanish,1/4/2008,Hispanic,Yes,No
2250521,Female,Vivian Helwich,No,,Free,10,Spanish,6/15/2007,Hispanic,No,No
2260504,Male,Vivian Helwich,Yes,Yes,Free,9,English,1/2/2008,Hispanic,Yes,No
2240532,Female,Vivian Helwich,No,,Free,11,English,5/17/2006,Hispanic,No,No
2250522,Male,Vivian Helwich,Yes,,Free,10,Spanish,7/23/2005,Hispanic,No,No
2260493,Male,Vivian Helwich,Yes,Yes,Reduced,9,Spanish,9/26/2007,Hispanic,Yes,Yes
4240243,Male,Vivian Helwich,No,,Free,11,English,1/10/2006,Hispanic,No,No
2250524,Male,Vivian Helwich,Yes,,Free,10,Spanish,9/29/2006,Hispanic,No,Yes
2260494,Male,Vivian Helwich,No,Yes,Free,9,Spanish,9/6/2007,Hispanic,Yes,No
2260495,Female,Vivian Helwich,No,,Free,9,English,10/14/2007,Hispanic,Yes,No
2240533,Male,Vivian Helwich,Yes,,Free,11,English,1/10/2006,Hispanic,No,No
2251030,Male,Vivian Helwich,Yes,,Paid,10,Spanish,11/29/2006,Hispanic,No,No
2250923,Male,Vivian Helwich,No,,Free,10,English,3/10/2007,Hispanic,No,No
2250525,Male,Vivian Helwich,No,,Paid,10,English,2/16/2007,White,No,No
2250526,Female,Vivian Helwich,No,,Reduced,10,Spanish,4/30/2007,Hispanic,No,No
2230554,Male,Vivian Helwich,Yes,,Free,12,Spanish,8/29/2005,Hispanic,No,Yes
2240535,Male,Vivian Helwich,No,Yes,Paid,11,English,3/18/2006,White,No,No
2240536,Male,Vivian Helwich,No,,Free,11,English,8/30/2006,Black or African American,No,No
2240537,Male,Vivian Helwich,No,,Free,11,English,12/13/2005,White,No,No
2250527,Male,Vivian Helwich,No,,Free,10,English,8/24/2007,White,No,Yes
2260895,Female,Vivian Helwich,No,,Free,9,English,1/28/2008,Black or African American,Yes,Yes
2260497,Male,Vivian Helwich,No,,Free,9,English,9/12/2007,Hispanic,Yes,No
2260834,Male,Vivian Helwich,No,Yes,Paid,9,English,8/16/2007,White,Yes,No
2250528,Female,Vivian Helwich,No,Yes,Free,10,English,12/7/2006,Black or African American,No,No
2240538,Male,Vivian Helwich,No,Yes,Free,11,English,4/17/2006,White,No,No
2250916,Female,Vivian Helwich,No,Yes,Free,10,English,12/7/2006,Black or African American,No,No
4260535,Female,Vivian Helwich,No,Yes,Free,9,English,3/2/2008,Black or African American,Yes,No
2250530,Male,Vivian Helwich,Yes,,Paid,10,Spanish,10/5/2006,Hispanic,No,No
2250531,Male,Vivian Helwich,No,Yes,Free,10,English,7/19/2007,Hispanic,No,No
2240542,Female,Vivian Helwich,No,,Free,11,Spanish,8/24/2006,Hispanic,No,No
2260845,Female,Vivian Helwich,No,,Free,9,English,11/6/2007,Hispanic,Yes,No
2260499,Male,Vivian Helwich,No,,Free,9,English,2/26/2008,Hispanic,Yes,Yes
2240543,Female,Vivian Helwich,No,,Reduced,11,English,12/9/2005,Hispanic,No,No
2260500,Female,Vivian Helwich,No,,Free,9,French,8/14/2008,Black or African American,Yes,No
2250778,Male,Vivian Helwich,No,,Free,10,English,12/23/2006,White,Yes,No
2260501,Female,Vivian Helwich,No,,Free,9,English,2/22/2008,Black or African American,Yes,No
2250532,Male,Vivian Helwich,No,,Free,10,English,12/14/2006,Black or African American,No,Yes
2250533,Male,Vivian Helwich,No,,Free,10,English,1/2/2007,Black or African American,No,No
2260931,Female,Aseneth Ruiz,Yes,,Free,9,Spanish,7/10/2007,Hispanic,Yes,No
2240958,Male,Vivian Helwich,No,,Free,11,English,1/28/2006,Black or African American,No,No
2240555,Male,Vivian Helwich,No,Yes,Free,11,English,6/8/2006,Hispanic,No,No
2260502,Female,Vivian Helwich,No,,Free,9,Spanish,11/10/2007,Hispanic,Yes,No
2250534,Male,Vivian Helwich,Yes,,Paid,10,Spanish,8/27/2007,Hispanic,No,No
2260503,Male,Vivian Helwich,No,,Free,9,English,6/5/2008,White,Yes,No
2260982,Female,Aseneth Ruiz,Yes,,Free,9,Spanish,1/14/2008,Hispanic,No,No
2260505,Male,Vivian Helwich,No,,Paid,9,English,4/29/2008,Hispanic,Yes,No
2260506,Female,Vivian Helwich,No,,Free,9,Spanish,12/2/2007,Hispanic,Yes,No
2240545,Female,Vivian Helwich,No,,Free,11,English,6/10/2006,Hispanic,No,No
2260507,Male,Vivian Helwich,No,,Free,9,Spanish,4/5/2008,Hispanic,Yes,No
2260508,Male,Vivian Helwich,Yes,Yes,Free,9,Spanish,3/22/2008,Hispanic,Yes,Yes
2250540,Female,Vivian Helwich,Yes,,Free,10,Spanish,11/1/2006,Hispanic,No,No
2250535,Male,Vivian Helwich,No,,Free,10,Spanish,11/1/2006,Hispanic,No,No
2250996,Male,Vivian Helwich,No,,Reduced,10,English,1/18/2007,Black or African American,No,No
2251011,Male,Vivian Helwich,No,,Paid,10,English,2/26/2007,Hispanic,No,Yes
2260509,Female,Vivian Helwich,Yes,,Free,9,Spanish,12/21/2007,Hispanic,Yes,No
2240546,Male,Amanda Ringfelt,No,,Free,11,English,8/31/2006,White,No,No
2250537,Male,Amanda Ringfelt,No,,Free,10,English,6/23/2006,White,No,No
2260510,Female,Amanda Ringfelt,No,,Free,9,English,3/28/2008,Black or African American,Yes,No
4250551,Female,Amanda Ringfelt,No,,Paid,10,English,6/21/2007,White,No,Yes
2250539,Male,Amanda Ringfelt,Yes,,Free,10,English,6/13/2007,Hispanic,No,No
2250541,Male,Amanda Ringfelt,Yes,,Free,10,Spanish,2/27/2007,Hispanic,No,No
2240548,Female,Amanda Ringfelt,No,,Free,11,English,10/5/2005,Hispanic,No,No
2240549,Male,Amanda Ringfelt,No,,Free,11,English,11/22/2005,Hispanic,No,No
2260511,Female,Amanda Ringfelt,No,Yes,Paid,9,English,1/18/2008,Hispanic,Yes,No
2240550,Male,Amanda Ringfelt,No,Yes,Free,11,English,7/21/2005,Hispanic,No,No
2240541,Female,Amanda Ringfelt,No,,Free,11,English,7/21/2005,Hispanic,No,No
2260512,Female,Amanda Ringfelt,No,,Free,9,Spanish,1/4/2008,Hispanic,Yes,No
2241020,Male,Amanda Ringfelt,Yes,,Free,11,Spanish,3/28/2007,Hispanic,No,No
2240552,Female,Amanda Ringfelt,No,,Free,11,Spanish,9/6/2005,Hispanic,No,No
2260513,Female,Amanda Ringfelt,No,,Free,9,Spanish,11/18/2007,Hispanic,Yes,No
2250542,Female,Amanda Ringfelt,Yes,,Free,10,Spanish,5/24/2007,Hispanic,No,No
2250543,Male,Amanda Ringfelt,No,,Free,10,English,7/11/2007,Hispanic,No,No
2250544,Male,Amanda Ringfelt,Yes,Yes,Free,10,English,3/3/2007,Hispanic,No,No
2260852,Female,Amanda Ringfelt,No,,Paid,9,English,7/17/2008,White,Yes,No
2241038,Male,Amanda Ringfelt,Yes,,Free,11,Spanish,12/1/2004,Hispanic,No,No
2260515,Male,Amanda Ringfelt,No,,Free,9,English,6/15/2007,White,Yes,Yes
2240553,Male,Amanda Ringfelt,No,,Paid,11,Spanish,9/17/2005,Hispanic,No,No
2260516,Female,Amanda Ringfelt,No,,Free,9,English,11/15/2007,Hispanic,Yes,No
2240554,Male,Amanda Ringfelt,Yes,Yes,Free,11,Spanish,7/29/2006,Hispanic,No,No
2240544,Male,Amanda Ringfelt,No,,Free,11,Spanish,9/16/2005,Hispanic,No,No
2240556,Female,Amanda Ringfelt,Yes,,Free,11,Spanish,9/16/2005,Hispanic,No,No
2250924,Female,Amanda Ringfelt,No,Yes,Reduced,10,English,12/30/2006,Hispanic,Yes,Yes
2241005,Female,Amanda Ringfelt,No,,Reduced,11,English,2/7/2006,Hispanic,No,No
2250545,Female,Amanda Ringfelt,No,,Free,10,Spanish,10/13/2006,Hispanic,No,No
4260546,Male,,Yes,,Free,9,English,8/8/2008,Hispanic,No,Yes
2240557,Male,Amanda Ringfelt,No,,Paid,11,Spanish,12/12/2005,Hispanic,No,No
2240559,Male,Amanda Ringfelt,No,,Paid,11,English,12/17/2005,Multiracial/Ethnic,No,No
2260517,Female,Amanda Ringfelt,No,,Paid,9,English,4/4/2008,White,Yes,No
2241090,Male,Amanda Ringfelt,No,,Paid,11,English,4/20/2006,Black or African American,Yes,No
2250547,Male,Amanda Ringfelt,No,Yes,Free,10,English,12/22/2006,Hispanic,Yes,No
2250903,Female,Amanda Ringfelt,No,,Paid,10,English,7/22/2007,White,No,No
2250548,Male,Amanda Ringfelt,Yes,,Free,10,Spanish,10/5/2006,Hispanic,No,No
2251087,Male,Aseneth Ruiz,Yes,,Free,10,Spanish,8/3/2007,Hispanic,No,No
2240562,Male,Amanda Ringfelt,No,,Free,11,Spanish,8/14/2006,Hispanic,No,No
2230580,Male,Amanda Ringfelt,Yes,Yes,Free,11,Spanish,6/25/2005,Hispanic,No,No
2250549,Female,Amanda Ringfelt,Yes,,Paid,10,Spanish,2/22/2007,Hispanic,No,No
2260518,Male,Amanda Ringfelt,No,,Paid,9,English,3/23/2008,Hispanic,Yes,No
2260519,Male,Amanda Ringfelt,No,,Free,9,Spanish,3/4/2008,Hispanic,Yes,No
2260520,Male,Amanda Ringfelt,Yes,Yes,Free,9,Spanish,5/31/2008,Hispanic,Yes,No
2240563,Male,Amanda Ringfelt,No,,Paid,11,English,5/9/2006,Hispanic,No,Yes
4240259,Male,Amanda Ringfelt,No,,Free,11,English,7/1/2005,Hispanic,No,No
